ID_TA,meals,rest_coord,rub_max,rub_min
d966310,"['Lunch', 'Dinner']","[53.5703905, 9.9831951]",,
d12588889,,"[51.6160535, 0.244994]",2550.0,1224.0
d2390100,,,,
d1019785,"['Dinner', 'Lunch']","[47.2479253, 8.5889553]",7254.0,1832.0
d696961,,"[52.3540548, 4.8830138]",3240.0,3240.0
d1331799,"['Lunch', 'Dinner']","[48.8812489, 2.334619]",2627.0,876.0
d12607480,"['Breakfast', 'Lunch', 'Dinner', 'Drinks']","[46.0525454, 14.5090827]",,
d6415892,,"[52.3048049, 21.0774554]",,
d2264058,"['Lunch', 'Dinner']","[47.4847074, 19.11073715]",,
d4519869,,"[48.7277547, 2.3626184]",,
d719109,,"[48.8558034, 2.3400769]",,
d8659951,['Lunch'],"[50.0477079, 19.9609146]",,
d8152066,,"[47.4894465, 19.0624207]",,
d13291623,,"[41.4033412, 2.1361069]",2189.0,525.0
d2386389,"['Lunch', 'Dinner', 'Late Night']","[41.8974412, 12.4323489]",1751.0,876.0
d6691676,,"[47.5002656, 19.0657225]",,
d12289130,"['Lunch', 'Dinner']","[40.4246103, 3.6690878]",,
d3803279,,,,
d6124631,,,,
d3491864,,,,
d7304435,"['Dinner', 'Lunch']","[41.1449681, 8.6125344]",,
d10044892,,"[41.9086211, 12.4667848]",1226.0,438.0
d6870918,,"[45.4938188, 9.2272175]",,
d10809895,,,,
d12430372,,"[41.3838987, 2.1797909]",5254.0,2189.0
d1358938,"['Dinner', 'Drinks']","[52.546787, 13.2107182]",,
d5776220,,,,
d10266275,,"[41.8985488, 12.4740998]",525.0,263.0
d778913,"['Lunch', 'Dinner', 'Late Night']","[48.8769283, 2.3404345]",,
d12321474,['Dinner'],"[48.8719989, 2.3669226]",,
d2365948,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Late Night']","[51.5111806, 0.3051119]",,
d1118849,"['Lunch', 'Dinner', 'Drinks']","[40.4660598, 3.6902289]",4379.0,3503.0
d3186660,"['Lunch', 'Dinner']","[48.8872384, 2.3119861]",,
d13112766,"['Lunch', 'Dinner', 'Brunch']","[40.4091993, 3.7019686]",,
d2491589,,"[46.218209, 6.1134431]",3942.0,1577.0
d12429869,['Dinner'],"[59.9137546, 10.7279828]",,
d3422485,"['Dinner', 'Lunch']","[48.1317022, 11.5988126]",,
d778488,,,,
d813430,['Dinner'],"[48.8752271, 2.3456618]",1612.0,1026.0
d4559299,"['Breakfast', 'Lunch']","[46.0639259, 14.5267855]",,
d1018950,,"[51.5158707, 0.1526702]",2040.0,918.0
d1145408,,"[40.4586936, 3.6430392]",1832.0,1465.0
d790558,,,,
d7099480,['Lunch'],,,
d1233249,,"[46.2361717, 6.1267591]",6814.0,2345.0
d4008327,,"[50.0876915, 14.4085276]",,
d7077004,,,,
d11842128,"['Breakfast', 'Lunch', 'Dinner']","[48.8703901, 2.3429715]",,
d3724081,"['Breakfast', 'Lunch', 'Dinner', 'Late Night']","[48.8415879, 2.3195817]",,
d9584832,"['Breakfast', 'Lunch', 'Dinner']","[40.4637587, 3.6935859]",,
d9460944,"['Lunch', 'Dinner']","[51.5259455, 0.3135673]",,
d8683149,['Dinner'],"[59.3121178, 18.0797361]",,
d3329609,"['Lunch', 'Dinner', 'Brunch', 'Late Night']","[41.9079658, 12.4882985]",,
d7594544,,"[48.866174, 2.347699]",1401.0,1138.0
d4928113,,,,
d3616967,"['Dinner', 'Brunch', 'Drinks']","[41.9139596, 12.5059904]",,
d697205,['Lunch'],"[38.7105546, 9.142644]",,
d697517,,"[40.4428389, 3.7047633]",2189.0,1051.0
d2527335,"['Late Night', 'Drinks']","[45.4517808, 9.1773185]",,
d4364384,,"[48.8478672, 2.3735808]",,
d1997004,,"[41.9190512, 12.4619186]",2627.0,1576.0
d5952843,,"[59.3454174, 18.0408705]",,
d11712472,,"[41.3810393, 2.1670328]",525.0,263.0
d2154460,,"[51.5184169, 0.1346853]",3060.0,2040.0
d7686490,"['Lunch', 'Dinner']","[48.1847369, 16.3482673]",,
d7290142,"['Lunch', 'Dinner']","[51.5246562, 0.0352577]",,
d7011392,"['Lunch', 'Breakfast']","[48.8814315, 2.2895408]",2627.0,1138.0
d5979332,"['Breakfast', 'Lunch', 'Dinner', 'Drinks']","[38.7149343, 9.1382473]",,
d10487892,,,,
d3965672,"['Breakfast', 'Lunch', 'Dinner']","[45.4724226, 9.2098644]",,
d3505055,"['Dinner', 'Lunch']","[52.5077992, 13.3026067]",,
d7314539,,,,
d719903,"['Lunch', 'Dinner', 'Late Night']","[48.8263558, 2.3601763]",4379.0,876.0
d3235895,,,,
d10070940,"['Breakfast', 'Brunch']","[41.3817916, 2.1633145]",,
d1389472,,"[51.5245545, 0.0816163]",4080.0,3570.0
d990772,,"[40.4519151, 3.6942988]",,
d1327139,"['Lunch', 'Dinner']","[48.8448209, 2.3186119]",,
d10622174,,"[52.5086064, 13.4610066]",2189.0,438.0
d5609064,"['Breakfast', 'Lunch', 'Dinner']","[40.4370061, 3.7131683]",,
d8133955,,"[41.88342435, 12.5144488]",,
d5418300,"['Lunch', 'Dinner']","[45.7674295, 4.8557504]",,
d4428741,"['Lunch', 'Breakfast', 'Dinner']","[48.8469489, 2.3071012]",,
d4282764,['Lunch'],"[50.0893107, 14.4001639]",,
d7351901,,,,
d10066926,,"[60.159332, 24.937326]",1226.0,350.0
d680390,"['Lunch', 'Dinner']","[51.5111063, 0.1310984]",,
d6761334,,"[51.4974881, 0.136606]",1734.0,510.0
d4105226,"['Lunch', 'Dinner']","[48.8619295, 2.3519478]",,
d3598597,"['Lunch', 'Breakfast', 'Dinner']","[41.3989608, 2.1538451]",,
d4554187,,,,
d12572410,,"[52.2224832, 21.0115264]",1147.0,153.0
d4915058,"['Lunch', 'Dinner']","[52.238968, 21.02011]",,
d7995707,"['Lunch', 'Dinner']","[38.7530592, 9.1529857]",,
d11858049,,"[55.6822209, 12.5618312]",,
d2636886,"['Lunch', 'Dinner', 'Late Night']","[50.8385774, 4.3646226]",,
d997536,,,,
d3330127,,,,
d10338301,,"[52.3566405, 4.9098621]",1832.0,733.0
d7247945,,"[40.3464358, 3.5232105]",1751.0,438.0
d12087888,['Dinner'],"[50.8480669, 4.3543866]",,
d6453455,"['Lunch', 'Dinner']","[41.3751815, 2.1692327]",,
d4263526,['Dinner'],"[55.9608557, 3.180629]",,
d11994677,['Dinner'],"[38.7458371, 9.1434304]",1751.0,1051.0
d12235640,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Drinks']","[37.9778566, 23.7311817]",876.0,263.0
d6428816,['Dinner'],"[55.669064, 12.516919]",,
d5522062,,"[52.5191781, 13.388793]",,
d10497791,,,,
d2401909,"['Dinner', 'Late Night']","[41.1497295, 8.6152836]",,
d3292315,"['Lunch', 'Dinner', 'Late Night']","[48.8524419, 2.3457208]",,
d9789997,"['Lunch', 'Dinner']","[41.3866291, 2.1657978]",876.0,438.0
d5981083,"['Breakfast', 'Lunch', 'Dinner']","[48.2108464, 16.3371307]",,
d1937743,"['Lunch', 'Dinner', 'Late Night']","[48.8878029, 2.3345212]",,
d8768713,,"[38.8023464, 9.1603614]",2189.0,613.0
d3600817,['Dinner'],"[48.1381652, 11.5418639]",,
d10061761,,"[48.8929459, 2.3266501]",2627.0,1401.0
d803843,"['Lunch', 'Dinner', 'Late Night']","[48.8896941, 2.3366174]",,
d7180087,"['Lunch', 'Dinner']","[45.4548838, 9.1542506]",,
d8126433,"['Breakfast', 'Lunch', 'Brunch', 'Drinks']","[41.8921143, 12.4954904]",,
d10147470,,"[55.6862007, 12.5764746]",,
d696266,"['Lunch', 'Dinner', 'Late Night']","[53.3361224, 6.2484855]",,
d3836290,"['Lunch', 'Dinner']","[40.4558036, 3.6794777]",,
d3736250,"['Lunch', 'Dinner', 'Breakfast']","[48.8238394, 2.3236448]",,
d4009884,"['Breakfast', 'Lunch', 'Dinner']","[45.4655911, 9.179808]",,
d7322226,"['Lunch', 'Dinner']","[53.3121071, 6.2745538]",,
d8497182,"['Lunch', 'Dinner']","[52.3504381, 4.8603269]",13136.0,438.0
d10267135,,"[40.4565195, 3.7478389]",,
d13073074,,,,
d6835118,,,,
d8524665,,,,
d12322388,"['Lunch', 'Dinner']","[50.0951051, 14.4513727]",666.0,100.0
d10389483,,"[50.0654979, 14.4247834]",876.0,350.0
d4363686,"['Breakfast', 'Lunch', 'Brunch']","[51.5557021, 0.1777596]",,
d2631042,"['Lunch', 'Dinner', 'Brunch', 'Late Night', 'Drinks']","[55.95778435, 3.1849177]",,
d4288390,"['Lunch', 'Dinner', 'Brunch', 'Late Night']","[51.5156173, 0.1364719]",1224.0,408.0
d1044858,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","[46.1958887, 6.1421049]",,
d5800396,['Lunch'],"[48.8831152, 2.3150472]",,
d8647784,,"[51.4629921, 0.1083303]",1530.0,612.0
d8460536,,"[51.5058522, 0.137659]",,
d7341150,,"[41.3845948, 2.1789448]",,
d12882786,,"[41.9013225, 12.4957909]",3503.0,876.0
d3516201,"['Breakfast', 'Lunch', 'Dinner', 'Brunch']","[41.3948808, 2.187343]",,
d8009031,,"[51.4399889, 0.0560351]",816.0,306.0
d6001838,"['Dinner', 'Late Night']","[38.7122287, 9.144052]",,
d997943,,"[41.4048806, 2.191992]",,
d8370154,"['Breakfast', 'Lunch', 'Dinner', 'Brunch']","[41.4040583, 2.1726312]",,
d12597937,"['Lunch', 'Dinner']","[59.3475612, 18.1017782]",,
d8288985,"['Lunch', 'Brunch']","[41.8977499, 12.4792848]",,
d1396524,"['Breakfast', 'Lunch', 'Dinner']","[48.1393923, 11.5575653]",7882.0,6130.0
d2156563,"['Dinner', 'Lunch']","[52.502603, 13.4545955]",,
d7653757,,"[50.0508463, 14.3451307]",,
d4323670,"['Lunch', 'Dinner']","[51.5192087, 0.0716346]",,
d1495990,,"[40.4128515, 3.7113168]",3065.0,1751.0
d731459,,"[51.4671456, 0.1627069]",1836.0,1224.0
d8628296,"['Breakfast', 'Lunch', 'Brunch']","[45.4663848, 9.1921476]",,
d6695414,['Dinner'],"[48.8506161, 2.3915445]",,
d5953246,,,,
d12130136,,"[59.3339064, 18.0537297]",,
d8297652,"['Breakfast', 'Lunch', 'Dinner']","[48.8509832, 2.3762215]",,
d948454,,"[46.2009949, 6.1374788]",1971.0,1577.0
d7057463,"['Breakfast', 'Brunch']","[41.1500214, 8.6064216]",,
d734127,"['Lunch', 'Dinner', 'Brunch', 'Late Night']","[51.5428422, 0.1028386]",1938.0,1224.0
d7077296,"['Lunch', 'Dinner']","[52.3700553, 4.8670554]",,
d11789075,"['Breakfast', 'Late Night', 'Drinks', 'Lunch', 'Dinner']","[48.1976215, 16.2788634]",1664.0,525.0
d8626027,,"[52.3662539, 4.8601339]",1576.0,438.0
d12803556,,"[40.1815554, 18.0359356]",,
d3692276,"['Lunch', 'Dinner']","[52.5164264, 13.4410993]",,
d3356908,"['Lunch', 'Dinner']","[48.188674, 16.3792215]",,
d12249502,"['Lunch', 'Dinner']","[41.3945533, 2.1745963]",,
d7626927,,,,
d10499891,"['Lunch', 'Dinner']","[48.1618292, 11.5634123]",,
d4739846,,"[41.150749, 8.6119951]",1314.0,701.0
d997634,['Dinner'],"[41.4009184, 2.1481775]",,
d1381919,,"[45.4663216, 9.1869318]",3664.0,733.0
d1335702,,"[48.837045, 2.2836417]",,
d8046073,"['Lunch', 'Dinner', 'Brunch']","[40.4269088, 3.6914653]",3065.0,2189.0
d8492523,,"[51.5148545, 0.0840619]",,
d12831473,"['Breakfast', 'Brunch', 'Drinks', 'Lunch']","[41.42067, 2.17717]",1314.0,175.0
d7106524,,,,
d3674818,['Dinner'],"[53.5819799, 9.9479469]",2189.0,438.0
d12246859,,,,
d6550876,"['Lunch', 'Dinner']","[60.1682114, 24.9374662]",,
d805342,"['Dinner', 'Late Night']","[59.9094126, 10.743272]",,
d9789772,"['Lunch', 'Drinks']","[55.664461, 12.53064165]",1531.0,883.0
d7697022,,"[40.4625427, 3.6886626]",,
d8123549,,"[41.8815252, 12.540382]",2189.0,876.0
d6634211,"['Lunch', 'Dinner']","[48.8728739, 2.3348187]",,
d2419405,,"[41.864045, 12.553851]",876.0,525.0
d8592394,,,,
d1341422,"['Lunch', 'Breakfast', 'Dinner']","[52.527093, 13.3336934]",,
d10788526,,,,
d4768310,"['Lunch', 'Dinner']","[50.0710028, 14.4151436]",,
d3471972,"['Lunch', 'Dinner', 'Late Night']","[44.6092787, 10.24047455]",,
d4802831,"['Breakfast', 'Lunch', 'Brunch']","[51.5926547, 0.0260712]",,
d5077732,,"[53.3369217, 6.2654228]",1489.0,701.0
d6180037,['Dinner'],"[41.9312046, 12.1200073]",,
d3438603,,"[40.4250832, 3.6707895]",,
d5860383,,"[51.5271263, 0.2138289]",,
d1337201,"['Lunch', 'Dinner']","[48.8422477, 2.324772]",,
d2368799,"['Lunch', 'Dinner', 'Drinks']","[51.5034191, 0.1026563]",1734.0,918.0
d11938372,"['Lunch', 'Dinner', 'Brunch', 'Late Night', 'Drinks']","[40.4203034, 3.6995193]",,
d3179221,"['Lunch', 'Dinner']","[51.5181958, 0.0771697]",,
d10171539,,"[46.2048081, 6.0995361]",,
d8466674,['Dinner'],"[40.4420539, 3.675518]",,
d1045010,,"[46.2012359, 6.1371812]",,
d2044277,"['Lunch', 'Dinner']","[47.3748728, 8.4853028]",,
d7019028,,,,
d4041929,"['Lunch', 'Dinner', 'Breakfast', 'Late Night', 'Drinks']","[48.877834, 2.3273755]",,
d4815603,,"[59.3315462, 18.0311589]",,
d4564310,"['Breakfast', 'Brunch']","[40.4710761, 3.5830545]",,
d1342709,['Lunch'],"[53.5524739, 9.9996397]",,
d12279848,"['Dinner', 'Late Night', 'Drinks']","[41.881977, 12.454863]",,
d1331631,"['Dinner', 'Lunch']","[48.8836756, 2.3742299]",,
d7352449,,"[37.9779761, 23.7270518]",,
d3599470,['Dinner'],"[60.165269, 24.9294832]",,
d7707960,,"[41.3801834, 2.1807974]",7882.0,3941.0
d1986822,,"[48.2078433, 16.3802401]",2364.0,701.0
d1774265,,,,
d1519608,"['Lunch', 'Dinner', 'Late Night']","[41.8785665, 12.477394]",,
d7619607,"['Breakfast', 'Dinner', 'Brunch', 'Lunch', 'Drinks']","[51.5159475, 0.1429478]",,
d3839063,['Dinner'],"[55.9081375, 3.2131404]",,
d10747002,,"[38.7055183, 9.1716469]",,
d8438191,,"[51.4950121, 0.1311855]",,
d6379960,"['Lunch', 'Dinner', 'Brunch', 'Late Night']","[50.8465995, 4.3539679]",1751.0,1314.0
d10824993,,"[40.4098705, 3.7176761]",,
d3323423,"['Breakfast', 'Lunch', 'Dinner']","[37.9773241, 23.7249847]",1832.0,440.0
d8374900,['Breakfast'],"[40.4229136, 3.7079448]",,
d4945546,"['Lunch', 'Dinner']","[50.0571923, 14.4495528]",,
d2718768,['Dinner'],"[48.1496949, 11.5649828]",,
d3485199,"['Lunch', 'Dinner']","[45.7711681, 4.8371591]",,
d5954926,"['Lunch', 'Dinner']","[41.4056704, 2.1687793]",,
d4332611,"['Lunch', 'Dinner']","[40.4472914, 3.6772588]",,
d12852599,,"[40.4164102, 3.6958118]",2189.0,1314.0
d4910927,"['Lunch', 'Dinner']","[51.4807043, 0.1142467]",,
d1324357,,"[45.7468394, 4.8434106]",,
d4777509,,,,
d11775663,,"[52.20633925, 21.1680725]",,
d3477614,"['Breakfast', 'Lunch', 'Dinner']","[50.0638714, 19.9999333]",,
d2168610,"['Lunch', 'Dinner']","[47.497482, 19.0588691]",,
d2563475,,"[48.8795273, 2.2981004]",3415.0,2452.0
d4768953,,"[50.1431974, 14.4775684]",,
d11831759,"['Lunch', 'Dinner', 'Drinks']","[52.1598813, 21.0725081]",1401.0,350.0
d10230170,,"[45.4976142, 9.1382294]",1751.0,263.0
d12475615,,,,
d12674803,,"[51.4889642, 0.0957725]",,
d5243170,"['Lunch', 'Dinner']","[51.543636, 0.0067421]",,
d7349178,,,,
d2188448,,,,
d7076163,,"[55.6736841, 12.5681471]",20443.0,9525.0
d1097721,,"[52.5424643, 13.4134709]",1172.0,586.0
d9986892,,"[51.5104093, 0.0611714]",1530.0,612.0
d1899996,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Late Night']","[48.2080032, 16.3786567]",,
d695605,,"[52.4953176, 13.4177379]",,
d7345323,"['Lunch', 'Dinner']","[59.3430725, 18.0662181]",,
d1593182,"['Lunch', 'Dinner', 'Late Night']","[38.7224088, 9.1355117]",,
d12883647,"['Lunch', 'Dinner']","[40.425714, 3.688785]",,
d1504766,,"[51.450616, 0.1480473]",2550.0,816.0
d8873985,,"[41.4020662, 2.1569413]",1314.0,613.0
d5506838,,,,
d7123992,,"[50.0441692, 14.5590911]",,
d5122822,,"[51.5140508, 0.3370296]",,
d4292434,,"[51.518269, 0.1024611]",2244.0,510.0
d13004210,,"[45.48996215, 9.1852775]",,
d9744017,,"[40.4341012, 3.7082834]",1138.0,438.0
d817688,,"[52.4881688, 13.3377084]",3664.0,1612.0
d4715026,"['Lunch', 'Dinner']","[55.6888168, 12.5552744]",,
d4913193,"['Lunch', 'Dinner']","[51.5140947, 0.1072615]",,
d7257197,"['Lunch', 'Dinner']","[60.16847055, 24.93779995]",,
d5487241,"['Lunch', 'Dinner']","[40.4386752, 3.7085986]",,
d11950195,,,,
d5003127,"['Lunch', 'Dinner']","[46.0503627, 14.5062267]",,
d1192055,"['Lunch', 'Dinner', 'Drinks']","[50.095498, 14.3399395]",,
d1792644,"['Lunch', 'Dinner', 'Late Night']","[41.8951488, 12.4932053]",,
d1594958,"['Lunch', 'Dinner', 'Late Night']","[41.9059185, 12.477281]",,
d2706330,['Dinner'],"[53.5938753, 9.9887351]",,
d3669407,,"[50.0817465, 14.4271892]",,
d5775323,,"[51.5017013, 0.1598064]",3570.0,1632.0
d2481060,"['Lunch', 'Dinner', 'Late Night']","[45.4807171, 9.1462755]",,
d10487251,"['Breakfast', 'Lunch', 'Brunch']","[41.3841364, 2.1842609]",,
d12191998,,"[41.4092575, 2.1758537]",,
d696303,,,,
d10033339,,"[47.3644302, 8.5309579]",,
d10199761,"['Lunch', 'Dinner']","[51.5642991, 0.1034532]",,
d9702232,['Dinner'],"[41.9102781, 12.5174447]",,
d8835684,,"[40.4167831, 3.7016713]",,
d12922934,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Drinks']","[51.4635445, 0.1850043]",2040.0,510.0
d7124435,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Drinks']","[50.0677682, 14.4680777]",,
d3902624,"['Drinks', 'Lunch', 'Dinner']","[41.9143048, 12.5460689]",,
d5122296,,"[51.411339, 0.1234567]",,
d4601624,,"[40.4128327, 3.6972391]",26.0,16.0
d698175,"['Lunch', 'Dinner', 'Late Night']","[51.5063666, 0.1471479]",,
d1935384,,"[52.3676679, 4.8909689]",293.0,147.0
d3581848,,"[52.237992, 21.0282379]",344.0,153.0
d1998474,"['Lunch', 'Dinner']","[41.1406547, 8.6136621]",,
d781858,,,,
d5039193,"['Lunch', 'Dinner']","[38.7692744, 9.1016357]",1751.0,1051.0
d1347846,,"[48.134602, 11.5961089]",,
d7124168,,"[50.0540636, 14.42902]",,
d4586338,['Dinner'],"[51.52597915, 0.1787392]",,
d783429,,"[48.8632402, 2.348704]",3941.0,1314.0
d12219277,,"[41.9076027, 12.4980079]",2277.0,1576.0
d4285317,"['Lunch', 'Dinner']","[41.3891502, 2.133823]",,
d3357054,,,,
d6451025,"['Lunch', 'Dinner']","[48.8754344, 2.317561]",,
d8609794,,"[51.5430409, 0.0497336]",1020.0,204.0
d5487034,"['Breakfast', 'Lunch', 'Dinner']","[40.4222071, 3.6841942]",,
d4204247,"['Lunch', 'Dinner', 'Brunch']","[52.187088, 21.0645431]",,
d3721578,,,,
d2022429,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","[52.4954902, 13.3429509]",,
d10797936,,,,
d9587764,,"[59.8328783, 10.7728024]",1564.0,348.0
d10136321,,"[52.5050505, 13.3253891]",,
d2001209,,"[48.8738448, 2.3365906]",7006.0,2627.0
d1010559,"['Breakfast', 'Dinner', 'Brunch', 'Lunch', 'Late Night']","[55.9778271, 3.1686515]",5610.0,1224.0
d2476001,"['Lunch', 'Dinner', 'Late Night']","[48.8418139, 2.3498606]",,
d8069872,"['Lunch', 'Dinner']","[38.767721, 9.0969636]",,
d12607828,"['Lunch', 'Dinner']","[52.145158, 20.8108721]",,
d11711648,"['Lunch', 'Dinner']","[52.383793, 4.902429]",,
d10835398,,"[52.5114071, 13.2685415]",,
d10821586,,"[50.0900677, 14.4344]",,
d812543,"['Breakfast', 'Lunch']","[46.0553536, 14.5086659]",1401.0,438.0
d8505084,,"[41.38126, 2.16682]",1751.0,876.0
d2045578,,"[45.47764, 9.170337]",3503.0,1314.0
d10497827,,"[52.5114664, 13.4614418]",701.0,263.0
d10459152,"['Breakfast', 'Lunch', 'Dinner']","[48.2033517, 16.3673347]",,
d11916478,,"[40.4365119, 3.6926308]",,
d5770075,,"[51.5291215, 0.0798604]",1326.0,408.0
d12158032,,"[51.4877098, 0.0597516]",816.0,306.0
d2692398,,,,
d789720,['Dinner'],"[59.9274413, 10.7652004]",,
d1791277,"['Breakfast', 'Lunch', 'Brunch', 'Late Night']","[41.8799539, 12.4416166]",,
d777376,"['Lunch', 'Dinner', 'Late Night']","[48.8417882, 2.3292491]",,
d696235,"['Lunch', 'Late Night', 'Drinks']","[53.3422098, 6.2626555]",,
d7251971,,"[41.9499504, 12.5268082]",,
d806302,"['Lunch', 'Dinner', 'Late Night']","[60.168012, 24.9394345]",,
d12858841,,"[51.6131633, 0.1756317]",,
d8643311,,,,
d7138244,['Dinner'],"[48.1250314, 11.6040909]",,
d986425,,"[41.3779687, 2.1437246]",,
d8084514,['Lunch'],"[55.677907, 12.5718831]",,
d11635817,,"[41.3967448, 2.1744033]",,
d8490376,,"[38.74075535, 9.16464485]",,
d3906287,"['Lunch', 'Dinner']","[45.5090642, 9.2221209]",3503.0,876.0
d5976985,,,,
d4295279,,,,
d5798469,"['Lunch', 'Dinner']","[48.8450544, 2.4059975]",,
d1053095,,"[47.3806874, 8.5337322]",1971.0,1025.0
d8005547,"['Lunch', 'Dinner']","[51.4747731, 0.0468463]",,
d5981839,,,,
d4494195,"['Lunch', 'Dinner', 'Brunch', 'Drinks']","[52.3557347, 4.8928354]",,
d3940341,"['Lunch', 'Dinner']","[45.4517836, 9.1697046]",,
d8732455,,,,
d8416936,,"[45.7594697, 4.8342779]",,
d5526523,"['Lunch', 'Dinner']","[52.490441, 13.4017038]",,
d5270630,"['Lunch', 'Dinner']","[48.8648801, 2.3485812]",,
d3611868,"['Lunch', 'Dinner']","[38.7554904, 9.1722021]",,
d9814439,,"[52.5240767, 13.4073001]",,
d10687740,,,,
d1207589,,"[46.2001726, 6.1496363]",1419.0,1025.0
d8756674,,"[41.3888115, 2.1978415]",1314.0,788.0
d7908129,"['Breakfast', 'Lunch', 'Dinner']","[41.8647766, 12.5541682]",1314.0,438.0
d2643418,"['Lunch', 'Dinner']","[48.8239482, 2.36588925]",,
d11702319,"['Lunch', 'Dinner']","[45.7579402, 4.8628631]",,
d1044630,"['Lunch', 'Dinner', 'Brunch', 'Late Night']","[51.5190601, 0.1406511]",,
d6719444,"['Lunch', 'Dinner', 'Breakfast']","[46.205495, 6.1026805]",,
d13076814,,"[52.54616, 13.41967]",,
d9979727,"['Drinks', 'Breakfast', 'Lunch', 'Brunch']","[48.1322825, 11.6911359]",,
d10830552,"['Lunch', 'Dinner']","[47.4109608, 8.5448937]",,
d1081872,,"[45.4713445, 9.1863502]",2627.0,876.0
d8363959,,"[48.2179008, 16.3952356]",,
d9856557,"['Lunch', 'Dinner']","[52.3560276, 4.8907448]",,
d753353,"['Lunch', 'Dinner']","[50.052976, 19.939785]",,
d6957280,"['Drinks', 'Lunch', 'Dinner', 'Late Night']","[41.8914338, 12.4703734]",876.0,350.0
d695098,,,,
d6838573,,,,
d11831381,,"[40.4802804, 3.6749113]",,
d5959864,"['Lunch', 'Dinner']","[41.1527179, 8.6362605]",,
d3637214,,"[52.2776618, 20.9395608]",956.0,382.0
d5799133,"['Lunch', 'Brunch', 'Dinner', 'Drinks']","[48.8544726, 2.3716009]",,
d1014823,"['Lunch', 'Dinner', 'Drinks']","[55.6898635, 12.5601964]",,
d5615720,,,,
d9790245,"['Breakfast', 'Lunch', 'Dinner']","[41.1659422, 8.6113706]",,
d1508069,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","[40.41476065, 3.70074565]",2102.0,263.0
d9803707,,,,
d4430111,,"[51.4939245, 0.17483]",1832.0,1026.0
d2457644,,,,
d7827859,"['Breakfast', 'Lunch', 'Dinner']","[52.4771001, 13.4392527]",,
d6451020,"['Lunch', 'Dinner']","[38.7424452, 9.1406119]",,
d1048525,['Dinner'],"[51.4921, 0.010414]",1758.0,1172.0
d7896820,,"[38.0269577, 23.7141999]",,
d2538042,"['Lunch', 'Dinner']","[41.8861414, 12.4692013]",,
d10762588,,"[45.4812924, 9.1735305]",,
d12321513,"['Brunch', 'Lunch', 'Dinner', 'Drinks']","[50.0524562, 19.9280074]",936.0,134.0
d4911420,,"[51.4750926, 0.0470138]",,
d778356,,"[45.45069185, 9.19823675]",10509.0,2627.0
d4714358,,"[42.17222765, 1.89530255]",,
d1418267,"['Lunch', 'Dinner', 'Late Night']","[41.3816754, 2.1710096]",2564.0,1465.0
d3915286,"['Lunch', 'Dinner']","[53.5414962, 9.9930091]",,
d3337730,"['Lunch', 'Dinner']","[52.2326711, 21.0114262]",,
d9745362,"['Dinner', 'Lunch']","[48.8663375, 2.3331631]",5167.0,1226.0
d796289,,,,
d2308104,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","[45.4445608, 9.2101791]",,
d1037240,,,,
d5851655,"['Breakfast', 'Brunch', 'Lunch', 'Dinner']","[52.54277, 13.43827]",,
d8626125,"['Breakfast', 'Lunch', 'Dinner']","[55.6910512, 12.5395879]",1519.0,118.0
d12132052,"['Dinner', 'Lunch', 'Late Night', 'Drinks']","[50.076845, 14.4335274]",,
d7194514,,"[59.9311491, 10.7651572]",18318.0,3664.0
d1988417,"['Dinner', 'Lunch']","[50.844656, 4.3840211]",,
d12658604,,"[48.24228585, 16.43593825]",,
d7597138,"['Lunch', 'Dinner', 'Brunch']","[50.0516, 19.9431749]",1051.0,363.0
d10472618,"['Lunch', 'Dinner']","[41.3794112, 2.1556565]",,
d3783948,"['Lunch', 'Dinner', 'Brunch']","[45.4526207, 9.1671108]",5254.0,1751.0
d2081927,"['Late Night', 'Drinks']","[45.4524086, 9.1794631]",,
d3461698,"['Lunch', 'Dinner', 'Brunch', 'Breakfast', 'Drinks']","[55.9479631, 3.1940774]",,
d10263210,,"[52.4962325, 13.3272262]",5254.0,438.0
d1627392,"['Drinks', 'Lunch', 'Dinner', 'Late Night']","[45.4997419, 9.2246761]",,
d11746726,"['Breakfast', 'Lunch', 'Dinner', 'Brunch']","[51.6523367, 0.0811232]",,
d5243084,"['Breakfast', 'Lunch', 'Dinner', 'Drinks']","[51.5500932, 0.0754157]",1099.0,513.0
d982431,"['Lunch', 'Dinner']","[46.2165777, 6.1468238]",6668.0,1685.0
d4858609,"['Lunch', 'Dinner']","[48.8462571, 2.352483]",4204.0,1664.0
d2093619,,,,
d7355873,,,,
d718286,"['Lunch', 'Dinner']","[53.5535367, 9.8966947]",,
d9763307,,,,
d4909504,['Dinner'],"[52.3750494, 4.8716815]",1664.0,701.0
d2337512,,"[45.4629082, 9.2112141]",4379.0,438.0
d7918113,,,,
d700431,"['Lunch', 'Dinner', 'Late Night']","[51.4103192, 0.1222327]",,
